doc_id,seg_id,start,end,chars,sha1,read
ways_of_seeing,seg_001,0,39996,39996,54ce5a614f15,yes
ways_of_seeing,seg_002,39996,79860,39864,32997ed6951a,yes
ways_of_seeing,seg_003,79860,119849,39989,784b62ba330c,yes
ways_of_seeing,seg_004,119849,132686,12837,a3f60c0fd41f,yes
