ts,gen_id,prompt_id,model,params,credits_est,asset,status
2026-06-04 12:26,GA,MONOFAM1,nano-banana,"downloaded,1936KB",1,var_a.png,raw
2026-06-04 12:26,GB,MONOFAM1,nano-banana,"downloaded,2055KB",1,var_b.png,raw
2026-06-04 12:26,GC,MONOFAM1,nano-banana,"downloaded,1900KB",1,var_c.png,raw
