doc_id,seg_id,start,end,chars,sha1,read
branding_x_clothes_gold,seg_001,0,39968,39968,6b81671d466d,no
branding_x_clothes_gold,seg_002,39968,79790,39822,2a32727cf2e3,no
branding_x_clothes_gold,seg_003,79790,102696,22906,7b3b7b5837af,no
