doc_id,seg_id,start,end,chars,sha1,read
CLAUDE_CODE_SUPERPOWERS,seg_001,0,39896,39896,1bfcd829e79f,no
CLAUDE_CODE_SUPERPOWERS,seg_002,39896,53125,13229,79f595a7db1e,no
