ts,final,verdict,grade_applied,exports_complete,no_enlarge,metadata_clean,no_banned_tokens,log_not_silent,text_legible,identity_withheld,beats_source
2026-06-04 22:42:24,lot00_4k_composite.png,SHIP,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
