doc_id,seg_id,start,end,chars,sha1,read
AI_CHANGED_EVERYTHING,seg_001,0,39961,39961,522128550580,no
AI_CHANGED_EVERYTHING,seg_002,39961,79474,39513,0fbc0cb82f10,no
