hero_id,crs,world,approved_path,approved_date,use_cases,status
axis_v2,char_axis_01,world_meridian_01,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,2026-06-04,still-reference|video-start-image|identity-gate-anchor,LOCKED
