ts,hero,candidate,verdict,auto_ssim,vision_score,reasons
2026-06-05 12:22,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/campaign_house/film_dryrun_001/00_intake/axis_facecrop.png,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/campaign_house/film_dryrun_001/00_intake/axis_hero_v2_marked.png,PASS,0.576,0.95,vision score 0.95 >= 0.7
