ts,final,verdict,grade_applied,exports_complete,no_enlarge,metadata_clean,no_banned_tokens,log_not_silent,text_legible,identity_withheld,beats_source
2026-06-05 12:21:25,dryrun_teaser_9x16.mp4,REJECT,FAIL,"FAIL(missing:['ig_feed_4x5', 'square_1x1', 'story_9x16', 'li_banner', 'yt_thumb_16x9', 'web_hero_3x2', 'print_4x5'])",PASS,PASS,PASS,PASS,PENDING,PENDING,PENDING
