doc_id,seg_id,start,end,chars,sha1,read
adobe_goat,seg_001,0,39999,39999,90acf06de8d0,no
adobe_goat,seg_002,39999,79845,39846,791de484b360,no
adobe_goat,seg_003,79845,106794,26949,26b9dfd1c11d,no
