ts,hero,candidate,verdict,auto_ssim,vision_score,reasons
2026-06-05 16:56,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/campaign_house/locked_heroes/axis_v2/refs/axis_facecrop.png,/Users/sniper/AI-Brain-Refinery/00_COMMAND_CENTER/AXIS_ELITE_DEMO_PACKAGE_001/02_STILL_RANGE/03_gesture_graded.png,PASS,0.347,0.9,vision score 0.9 >= 0.7
