ts,op,src,src_sha1,out,out_sha1,src_dims,out_dims,params,note
2026-06-05 16:46:50,grade,wide1.png,31fed5e3ce0a8090,01_hero_wide_graded.png,c56678c9775d0ab1,5504x3072,5504x3072,spec=SNIPED_LOCKED_LOOK_v3_LUXURY phash=2c493b3b,locked LUXURY look applied (deterministic)
2026-06-05 16:47:00,grade,gesture1.png,6040e2ce9d83a4be,03_gesture_graded.png,95ebc9be179b9102,3712x4608,3712x4608,spec=SNIPED_LOCKED_LOOK_v3_LUXURY phash=2c493b3b,locked LUXURY look applied (deterministic)
2026-06-05 16:47:02,layout:poster,03_gesture_graded.png,95ebc9be179b9102,poster.png,3c93a6282648e832,3712x4608,1500x2100,1500x2100,AXIS
2026-06-05 16:47:03,layout:onesheet,01_hero_wide_graded.png,c56678c9775d0ab1,onesheet.png,97122e9a05889e0b,5504x3072,1700x2200,1700x2200,"AXIS , MERIDIAN HOUSE"
