doc_id,seg_id,start,end,chars,sha1,read
Gemini,seg_001,0,39850,39850,4e5f43fcf0cc,no
Gemini,seg_002,39850,79836,39986,595bc2e03cac,no
Gemini,seg_003,79836,119795,39959,a192870ad5c3,no
Gemini,seg_004,119795,159746,39951,4a388df53777,no
Gemini,seg_005,159746,199721,39975,9887c78338f7,no
Gemini,seg_006,199721,231273,31552,2c1d7c02d522,no
