ts,op,src,src_sha1,out,out_sha1,src_dims,out_dims,params,note
2026-06-05 00:25:09,cut,deed_seedance_4s.mp4,70941e9387f57ffa,deed_motion_9x16_capsafe.mp4,a88c32fdd8e88907,0x0,0x0,start=0 dur=0 mute=False size=1080x1920 caption_safe=True fps=30,"caption-safe box={'x': 0, 'y': 1574, 'w': 1080, 'h': 345}"
