ts,hero,candidate,verdict,auto_ssim,vision_score,reasons
2026-06-04 14:30,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,campaign_house/axis_meridian_motion_001/04_generations/axis_hero_v2.png,NEEDS-VISION,0.98,,auto proxy passed the floor; vision identity score required to PASS
2026-06-04 14:30,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,campaign_house/axis_meridian_motion_001/07_rejected/axis_hero_v1.png,NEEDS-VISION,0.302,,auto proxy passed the floor; vision identity score required to PASS
2026-06-04 14:30,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,campaign_house/axis_meridian_motion_001/04_generations/axis_hero_v2.png,PASS,0.98,0.97,vision score 0.97 >= 0.7
2026-06-04 14:30,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,campaign_house/axis_meridian_motion_001/07_rejected/axis_hero_v1.png,QUARANTINE,0.302,0.1,vision score 0.1 < 0.7: not the same person
