ts,hero,candidate,verdict,auto_ssim,vision_score,reasons
2026-06-04 14:48,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,/tmp/mframes/f_0.0.png,PASS,0.671,0.97,vision score 0.97 >= 0.7
2026-06-04 14:48,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,/tmp/mframes/f_2.0.png,PASS,0.684,0.95,vision score 0.95 >= 0.7
2026-06-04 14:48,campaign_house/axis_meridian_motion_001/06_approved/axis_hero_v2_marked.png,/tmp/mframes/f_3.9.png,PASS,0.197,0.88,vision score 0.88 >= 0.7
