ts,asset,verdict,scores,reviewer
2026-06-04 14:06,axis_hero_v1.png,REJECT,slop=PASS hands=NA skin=PASS clothing=PASS text=PASS identity=FAIL brand=PASS likeness=PASS beat_source=PASS,human-override:identity gate: hard invariant mole_below_left_eye absent (4/5 hard hold); world gate PASS
