doc_id,seg_id,start,end,chars,sha1,read
sontag_on_photography,seg_001,0,39891,39891,83c4294e8e1c,yes
sontag_on_photography,seg_002,39891,79862,39971,c9bddbacba80,yes
sontag_on_photography,seg_003,79862,119772,39910,90dc8935bacf,yes
sontag_on_photography,seg_004,119772,159752,39980,2fac900d11c7,yes
sontag_on_photography,seg_005,159752,199692,39940,56cb15720eec,yes
sontag_on_photography,seg_006,199692,239611,39919,e5082aac1b31,yes
sontag_on_photography,seg_007,239611,279590,39979,e9906f62eb10,yes
sontag_on_photography,seg_008,279590,319541,39951,d42518071ced,yes
sontag_on_photography,seg_009,319541,341579,22038,6c3c9b735988,yes
